,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
564,475,Gallade,4,Normal,Blade Pokémon,2,Psychic, Fighting,1.6002,52.04656,2,Steadfast,,Justified,518,68,125,65,65,115,80,45.0,35.0,233.0,Slow,2,Amorphous, Human-Like,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
565,475,Mega Gallade,4,Normal,Blade Pokémon,2,Psychic, Fighting,1.6002,56.45036,1,Inner Focus,,,618,68,165,95,65,115,110,45.0,35.0,278.0,Slow,1,Amorphous,,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
566,476,Probopass,4,Normal,Compass Pokémon,2,Rock, Steel,1.397,340.30478000000005,3,Sturdy,Magnet Pull,Sand Force,525,60,55,145,75,150,40,60.0,70.0,184.0,Medium Fast,1,Mineral,,50.0,20.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
567,477,Dusknoir,4,Normal,Gripper Pokémon,1,Ghost,,2.2098,106.69454,2,Pressure,,Frisk,525,45,100,135,65,135,45,45.0,35.0,236.0,Fast,1,Amorphous,,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
568,478,Froslass,4,Normal,Snow Land Pokémon,2,Ice, Ghost,1.2954,26.62256,2,Snow Cloak,,Cursed Body,480,70,80,70,80,70,110,75.0,70.0,168.0,Medium Fast,2,Fairy, Mineral,0.0,20.0,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
569,479,Rotom,4,Normal,Plasma Pokémon,2,Electric, Ghost,0.3048,0.29964,1,Levitate,,,440,50,50,77,95,77,91,45.0,70.0,154.0,Medium Fast,1,Amorphous,,,20.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
570,479,Heat Rotom,4,Normal,Plasma Pokémon,2,Electric, Fire,0.3048,0.29964,1,Levitate,,,520,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,1,Amorphous,,,20.0,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
571,479,Wash Rotom,4,Normal,Plasma Pokémon,2,Electric, Water,0.3048,0.29964,1,Levitate,,,520,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,1,Amorphous,,,20.0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
572,479,Frost Rotom,4,Normal,Plasma Pokémon,2,Electric, Ice,0.3048,0.29964,1,Levitate,,,520,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,1,Amorphous,,,20.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,0.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
573,479,Fan Rotom,4,Normal,Plasma Pokémon,2,Electric, Flying,0.3048,0.29964,1,Levitate,,,520,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,1,Amorphous,,,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
574,479,Mow Rotom,4,Normal,Plasma Pokémon,2,Electric, Grass,0.3048,0.29964,1,Levitate,,,520,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,1,Amorphous,,,20.0,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
575,480,Uxie,4,Sub Legendary,Knowledge Pokémon,1,Psychic,,0.3048,0.29964,1,Levitate,,,580,75,75,130,75,130,95,3.0,140.0,261.0,Slow,0,Undiscovered,,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
576,481,Mesprit,4,Sub Legendary,Emotion Pokémon,1,Psychic,,0.3048,0.29964,1,Levitate,,,580,80,105,105,105,105,80,3.0,140.0,261.0,Slow,0,Undiscovered,,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
577,482,Azelf,4,Sub Legendary,Willpower Pokémon,1,Psychic,,0.3048,0.29964,1,Levitate,,,580,75,125,70,125,70,115,3.0,140.0,261.0,Slow,0,Undiscovered,,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
578,483,Dialga,4,Legendary,Temporal Pokémon,2,Steel, Dragon,5.410200000000001,683.61504,2,Pressure,,Telepathy,680,100,120,120,150,100,90,3.0,0.0,306.0,Slow,0,Undiscovered,,,120.0,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
579,484,Palkia,4,Legendary,Spatial Pokémon,2,Water, Dragon,4.191,336.3005,2,Pressure,,Telepathy,680,90,120,100,150,120,100,3.0,0.0,306.0,Slow,0,Undiscovered,,,120.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
580,485,Heatran,4,Sub Legendary,Lava Dome Pokémon,2,Fire, Steel,1.7018,430.38746000000003,2,Flash Fire,,Flame Body,600,91,90,106,130,106,77,3.0,100.0,270.0,Slow,0,Undiscovered,,50.0,10.0,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25
581,486,Regigigas,4,Sub Legendary,Colossal Pokémon,1,Normal,,3.7084000000000006,420.37676000000005,1,Slow Start,,,670,110,160,110,80,110,100,3.0,0.0,302.0,Slow,0,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
582,487,Giratina Altered Forme,4,Legendary,Renegade Pokémon,2,Ghost, Dragon,4.4958,750.67538,2,Pressure,,Telepathy,680,150,100,120,100,120,90,3.0,0.0,306.0,Slow,0,Undiscovered,,,120.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
583,487,Giratina Origin Forme,4,Legendary,Renegade Pokémon,2,Ghost, Dragon,6.9088,650.582,1,Levitate,,,680,150,120,100,120,100,90,3.0,0.0,306.0,Slow,0,Undiscovered,,,120.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
584,488,Cresselia,4,Sub Legendary,Lunar Pokémon,1,Psychic,,1.4986000000000002,85.67888,1,Levitate,,,600,120,70,120,75,130,85,3.0,100.0,270.0,Slow,0,Undiscovered,,0.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
585,489,Phione,4,Mythical,Sea Drifter Pokémon,1,Water,,0.4064,3.10082,1,Hydration,,,480,80,80,80,80,80,80,30.0,70.0,216.0,Slow,2,Fairy, Water 1,,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
586,490,Manaphy,4,Mythical,Seafaring Pokémon,1,Water,,0.3048,1.40286,1,Hydration,,,600,100,100,100,100,100,100,3.0,70.0,270.0,Slow,2,Fairy, Water 1,,10.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
587,491,Darkrai,4,Mythical,Pitch-Black Pokémon,1,Dark,,1.4986000000000002,50.543820000000004,1,Bad Dreams,,,600,70,90,90,135,90,125,3.0,0.0,270.0,Slow,0,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
588,492,Shaymin Land Forme,4,Mythical,Gratitude Pokémon,1,Grass,,0.2032,2.10202,1,Natural Cure,,,600,100,100,100,100,100,100,45.0,100.0,270.0,Medium Slow,0,Undiscovered,,,120.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
589,492,Shaymin Sky Forme,4,Mythical,Gratitude Pokémon,2,Grass, Flying,0.4064,5.20284,1,Serene Grace,,,600,100,103,75,120,75,127,45.0,100.0,270.0,Medium Slow,0,Undiscovered,,,120.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
590,493,Arceus,4,Mythical,Alpha Pokémon,1,Normal,,3.2004,320.28792000000004,1,Multitype,,,720,120,120,120,120,120,120,3.0,0.0,324.0,Slow,0,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
591,494,Victini,5,Mythical,Victory Pokémon,2,Psychic, Fire,0.4064,4.0042800000000005,1,Victory Star,,,600,100,100,100,100,100,100,3.0,100.0,270.0,Slow,0,Undiscovered,,,120.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
592,495,Snivy,5,Normal,Grass Snake Pokémon,1,Grass,,0.6096,8.10844,2,Overgrow,,Contrary,308,45,45,55,45,55,63,45.0,70.0,62.0,Medium Slow,2,Field, Grass,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
593,496,Servine,5,Normal,Grass Snake Pokémon,1,Grass,,0.7874,16.012580000000003,2,Overgrow,,Contrary,413,60,60,75,60,75,83,45.0,70.0,145.0,Medium Slow,2,Field, Grass,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
594,497,Serperior,5,Normal,Regal Pokémon,1,Grass,,3.302,63.056059999999995,2,Overgrow,,Contrary,528,75,75,95,75,95,113,45.0,70.0,238.0,Medium Slow,2,Field, Grass,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
595,498,Tepig,5,Normal,Fire Pig Pokémon,1,Fire,,0.508,9.91082,2,Blaze,,Thick Fat,308,65,63,45,45,45,45,45.0,70.0,62.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
596,499,Pignite,5,Normal,Fire Pig Pokémon,2,Fire, Fighting,0.9906000000000001,55.55144,2,Blaze,,Thick Fat,418,90,93,55,70,55,55,45.0,70.0,146.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
597,500,Emboar,5,Normal,Mega Fire Pig Pokémon,2,Fire, Fighting,1.6002,150.13326,2,Blaze,,Reckless,528,110,123,65,100,65,65,45.0,70.0,238.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
598,501,Oshawott,5,Normal,Sea Otter Pokémon,1,Water,,0.508,5.90654,2,Torrent,,Shell Armor,308,55,55,45,63,45,45,45.0,70.0,62.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
599,502,Dewott,5,Normal,Discipline Pokémon,1,Water,,0.7874,24.52054,2,Torrent,,Shell Armor,413,75,75,60,83,60,60,45.0,70.0,145.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
600,503,Samurott,5,Normal,Formidable Pokémon,1,Water,,1.4986000000000002,94.68624,2,Torrent,,Shell Armor,528,95,100,85,108,70,70,45.0,70.0,238.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
601,504,Patrat,5,Normal,Scout Pokémon,1,Normal,,0.508,11.608780000000001,3,Run Away,Keen Eye,Analytic,255,45,55,39,35,39,42,255.0,70.0,51.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
602,505,Watchog,5,Normal,Lookout Pokémon,1,Normal,,1.0922,27.022080000000003,3,Illuminate,Keen Eye,Analytic,420,60,85,69,60,69,77,255.0,70.0,147.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
603,506,Lillipup,5,Normal,Puppy Pokémon,1,Normal,,0.4064,4.104159999999999,3,Vital Spirit,Pickup,Run Away,275,45,60,45,25,45,55,255.0,70.0,55.0,Medium Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
604,507,Herdier,5,Normal,Loyal Dog Pokémon,1,Normal,,0.889,14.714139999999999,3,Intimidate,Sand Rush,Scrappy,370,65,80,65,35,65,60,120.0,70.0,130.0,Medium Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
605,508,Stoutland,5,Normal,Big-Hearted Pokémon,1,Normal,,1.1938,61.05392,3,Intimidate,Sand Rush,Scrappy,500,85,110,90,45,90,80,45.0,70.0,225.0,Medium Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
606,509,Purrloin,5,Normal,Devious Pokémon,1,Dark,,0.4064,10.11058,3,Limber,Unburden,Prankster,281,41,50,37,50,37,66,255.0,70.0,56.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
607,510,Liepard,5,Normal,Cruel Pokémon,1,Dark,,1.0922,37.532180000000004,3,Limber,Unburden,Prankster,446,64,88,50,88,50,106,90.0,70.0,156.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
608,511,Pansage,5,Normal,Grass Monkey Pokémon,1,Grass,,0.6096,10.5101,2,Gluttony,,Overgrow,316,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,1,Field,,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
609,512,Simisage,5,Normal,Thorn Monkey Pokémon,1,Grass,,1.0922,30.52696,2,Gluttony,,Overgrow,498,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,1,Field,,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
610,513,Pansear,5,Normal,High Temp Pokémon,1,Fire,,0.6096,11.009500000000001,2,Gluttony,,Blaze,316,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
611,514,Simisear,5,Normal,Ember Pokémon,1,Fire,,0.9906000000000001,28.02542,2,Gluttony,,Blaze,498,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
612,515,Panpour,5,Normal,Spray Pokémon,1,Water,,0.6096,13.511040000000001,2,Gluttony,,Torrent,316,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
613,516,Simipour,5,Normal,Geyser Pokémon,1,Water,,0.9906000000000001,29.02422,2,Gluttony,,Torrent,498,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
614,517,Munna,5,Normal,Dream Eater Pokémon,1,Psychic,,0.6096,23.32198,3,Forewarn,Synchronize,Telepathy,292,76,25,45,67,55,24,190.0,70.0,58.0,Fast,1,Field,,50.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
615,518,Musharna,5,Normal,Drowsing Pokémon,1,Psychic,,1.0922,60.55452,3,Forewarn,Synchronize,Telepathy,487,116,55,85,107,95,29,75.0,70.0,170.0,Fast,1,Field,,50.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
616,519,Pidove,5,Normal,Tiny Pigeon Pokémon,2,Normal, Flying,0.3048,2.10202,3,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,255.0,70.0,53.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
617,520,Tranquill,5,Normal,Wild Pigeon Pokémon,2,Normal, Flying,0.6096,15.01378,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,120.0,70.0,125.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
618,521,Unfezant,5,Normal,Proud Pokémon,2,Normal, Flying,1.1938,29.02422,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,45.0,70.0,220.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
619,522,Blitzle,5,Normal,Electrified Pokémon,1,Electric,,0.7874,29.827800000000003,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,190.0,70.0,59.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
620,523,Zebstrika,5,Normal,Thunderbolt Pokémon,1,Electric,,1.6002,79.57258,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,75.0,70.0,174.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
621,524,Roggenrola,5,Normal,Mantle Pokémon,1,Rock,,0.4064,18.01472,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,255.0,70.0,56.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
622,525,Boldore,5,Normal,Ore Pokémon,1,Rock,,0.889,102.09098,3,Sturdy,Weak Armor,Sand Force,390,70,105,105,50,40,20,120.0,70.0,137.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
623,526,Gigalith,5,Normal,Compressed Pokémon,1,Rock,,1.7018,260.23280000000005,3,Sturdy,Sand Stream,Sand Force,515,85,135,130,60,80,25,45.0,70.0,232.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
624,527,Woobat,5,Normal,Bat Pokémon,2,Psychic, Flying,0.4064,2.10202,3,Unaware,Klutz,Simple,323,65,45,43,55,43,72,190.0,70.0,65.0,Medium Fast,2,Field, Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
625,528,Swoobat,5,Normal,Courting Pokémon,2,Psychic, Flying,0.889,10.5101,3,Unaware,Klutz,Simple,425,67,57,55,77,55,114,45.0,70.0,149.0,Medium Fast,2,Field, Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
626,529,Drilbur,5,Normal,Mole Pokémon,1,Ground,,0.3048,8.507959999999999,3,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,120.0,70.0,66.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
627,530,Excadrill,5,Normal,Subterrene Pokémon,2,Ground, Steel,0.7112,40.43778,3,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,60.0,70.0,178.0,Medium Fast,1,Field,,50.0,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
628,531,Audino,5,Normal,Hearing Pokémon,1,Normal,,1.0922,31.026360000000004,3,Healer,Regenerator,Klutz,445,103,60,86,60,86,50,255.0,70.0,390.0,Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
629,531,Mega Audino,5,Normal,Hearing Pokémon,2,Normal, Fairy,1.4986000000000002,32.0297,1,Healer,,,545,103,60,126,80,126,50,255.0,70.0,425.0,Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
630,532,Timburr,5,Normal,Muscular Pokémon,1,Fighting,,0.6096,12.51224,3,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35,180.0,70.0,61.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
631,533,Gurdurr,5,Normal,Muscular Pokémon,1,Fighting,,1.1938,40.03372,3,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40,90.0,70.0,142.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
632,534,Conkeldurr,5,Normal,Muscular Pokémon,1,Fighting,,1.397,87.0772,3,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45,45.0,70.0,227.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
633,535,Tympole,5,Normal,Tadpole Pokémon,1,Water,,0.508,4.50368,3,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64,255.0,70.0,59.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
634,536,Palpitoad,5,Normal,Vibration Pokémon,2,Water, Ground,0.7874,17.015919999999998,3,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,120.0,70.0,134.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
635,537,Seismitoad,5,Normal,Vibration Pokémon,2,Water, Ground,1.4986000000000002,62.05726,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,45.0,70.0,229.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
636,538,Throh,5,Normal,Judo Pokémon,1,Fighting,,1.2954,55.55144,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,45.0,70.0,163.0,Medium Fast,1,Human-Like,,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
637,539,Sawk,5,Normal,Karate Pokémon,1,Fighting,,1.397,51.047760000000004,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45.0,70.0,163.0,Medium Fast,1,Human-Like,,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
638,540,Sewaddle,5,Normal,Sewing Pokémon,2,Bug, Grass,0.3048,2.50154,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255.0,70.0,62.0,Medium Slow,1,Bug,,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
